Date,Settle,Open,High,Low,Last,Change,Volume,Open Interest
2016-03-31,109.21875,,,,,,0.0,0.0
2016-04-01,109.15625,,,,,0.0625,0.0,0.0
2016-04-04,109.15625,,,,,,0.0,0.0
2016-04-05,109.296875,,,,,0.140625,0.0,0.0
2016-04-06,109.2578125,,,,,0.0390625,0.0,0.0
2016-04-07,109.34375,,,,,0.0859375,0.0,0.0
2016-04-08,109.3046875,,,,,0.0390625,0.0,0.0
2016-04-11,109.3046875,,,,,,0.0,0.0
2016-04-12,109.2265625,,,,,0.078125,0.0,0.0
2016-04-13,109.203125,,,,,0.0234375,0.0,0.0
2016-04-14,109.1953125,,,,,0.0078125,0.0,0.0
2016-04-15,109.2421875,,,,,0.046875,0.0,0.0
2016-04-18,109.2109375,,,,,0.03125,0.0,0.0
2016-04-19,109.1796875,,,,,0.03125,0.0,0.0
2016-04-20,109.0546875,,,,,0.125,0.0,0.0
2016-04-21,109.046875,,,,,0.0078125,0.0,0.0
2016-04-22,109.0390625,,,,,0.0078125,0.0,0.0
2016-04-25,109.0,,,,,0.0390625,0.0,0.0
2016-04-26,108.9375,,,,,0.0625,0.0,0.0
2016-04-27,108.9921875,,,,,0.0546875,0.0,0.0
2016-04-28,109.125,,,,,0.1328125,0.0,0.0
2016-04-29,109.15625,,,,,0.03125,0.0,0.0
2016-05-02,109.109375,,,,,0.046875,0.0,0.0
2016-05-03,109.1953125,,,,,0.0859375,0.0,0.0
2016-05-04,109.2265625,,,,,0.03125,0.0,0.0
2016-05-05,109.2890625,,,,,0.0625,0.0,0.0
2016-05-06,109.2578125,,,,,0.03125,0.0,0.0
2016-05-09,109.3203125,,,,,0.0625,0.0,0.0
2016-05-10,109.2890625,,,,,0.03125,0.0,0.0
2016-05-11,109.2734375,,,,,0.015625,0.0,0.0
2016-05-12,109.1875,,,,,0.0859375,0.0,0.0
2016-05-13,109.2109375,,,,,0.0234375,0.0,0.0
2016-05-16,109.125,,,,,0.0859375,0.0,0.0
2016-05-17,109.0390625,,,,,0.0859375,0.0,0.0
2016-05-18,108.8359375,,,,,0.203125,0.0,0.0
2016-05-19,108.90625,,,,,0.0703125,0.0,0.0
2016-05-20,108.8984375,,,,,0.0078125,0.0,0.0
2016-05-23,108.8671875,,,,,0.03125,0.0,0.0
2016-05-24,108.8515625,,,,,0.015625,0.0,0.0
2016-05-25,108.859375,,,,,0.0078125,0.0,0.0
2016-05-26,108.953125,,,,,0.09375,0.0,0.0
2016-05-27,108.90625,,,,,0.046875,0.0,0.0
2016-05-31,108.90625,,,,,,0.0,0.0
2016-06-01,108.84375,,,,,0.0625,0.0,0.0
