Date,Settle,Open,High,Low,Volume,Prev. Day Open Interest
2015-12-17,24.15,24.15,24.35,24.1,605.0,0.0
2015-12-18,24.4,24.15,24.15,24.15,1.0,405.0
2015-12-21,24.55,24.45,24.55,24.2,530.0,405.0
2015-12-22,24.4,24.6,24.6,24.1,48.0,535.0
2015-12-23,23.9,24.05,24.05,23.9,26.0,541.0
2015-12-24,23.9,0.0,0.0,0.0,0.0,541.0
2015-12-28,24.1,0.0,0.0,0.0,0.0,533.0
2015-12-29,23.95,23.7,23.85,23.7,8.0,533.0
2015-12-30,24.05,23.85,23.85,23.85,1.0,529.0
2015-12-31,24.05,0.0,0.0,0.0,0.0,530.0
2016-01-04,24.75,24.4,25.0,24.4,1212.0,530.0
2016-01-05,24.65,24.85,24.85,24.5,389.0,1536.0
2016-01-06,24.75,24.7,24.8,24.7,362.0,1868.0
2016-01-07,25.2,25.4,25.65,25.2,1079.0,1669.0
2016-01-08,25.45,25.35,25.35,25.1,230.0,2396.0
2016-01-11,25.55,25.3,25.6,25.15,1003.0,2416.0
2016-01-12,25.15,25.25,25.25,25.05,469.0,3189.0
2016-01-13,25.1,24.65,25.75,24.65,378.0,3647.0
2016-01-14,25.65,25.55,26.0,25.35,2118.0,3895.0
2016-01-15,26.2,25.85,26.6,25.85,2805.0,5648.0
2016-01-18,26.1,26.1,26.25,26.0,899.0,7750.0
2016-01-19,26.35,25.6,26.4,25.55,1653.0,8606.0
2016-01-20,26.9,26.6,27.1,26.5,369.0,9354.0
2016-01-21,26.7,26.75,26.85,26.4,114.0,9577.0
2016-01-22,26.05,26.25,26.25,25.85,412.0,9604.0
2016-01-25,26.0,25.75,26.0,25.7,296.0,9802.0
2016-01-26,26.05,26.05,26.15,25.95,129.0,9899.0
2016-01-27,25.95,25.9,26.4,25.75,377.0,9893.0
2016-01-28,26.2,25.95,26.35,25.95,45.0,9834.0
2016-01-29,25.85,25.85,25.85,25.75,400.0,9837.0
2016-02-01,25.6,25.7,25.8,25.6,512.0,9927.0
2016-02-02,26.0,25.8,26.0,25.8,1031.0,9697.0
2016-02-03,26.45,26.1,26.8,26.1,768.0,8794.0
2016-02-04,26.3,26.1,26.55,26.1,402.0,9285.0
2016-02-05,26.4,26.2,26.7,26.05,754.0,9261.0
2016-02-08,27.2,26.65,27.3,26.65,419.0,9753.0
2016-02-09,27.5,27.25,27.85,27.2,982.0,9993.0
2016-02-10,27.5,27.4,27.6,27.2,1359.0,10067.0
2016-02-11,29.1,28.2,29.05,27.6,3695.0,9435.0
2016-02-12,28.75,28.75,28.95,28.6,1724.0,7602.0
2016-02-15,28.35,28.45,28.45,28.15,27.0,7183.0
2016-02-16,28.25,27.85,28.3,27.75,243.0,7100.0
2016-02-17,27.75,27.6,28.0,26.7,164.0,7060.0
2016-02-18,27.75,27.7,27.85,27.45,711.0,7069.0
2016-02-19,27.85,27.55,27.95,27.55,345.0,7277.0
2016-02-22,27.45,27.3,27.45,27.25,174.0,7277.0
2016-02-23,27.7,27.3,27.75,27.3,317.0,7234.0
2016-02-24,28.5,28.0,28.6,28.0,509.0,7280.0
2016-02-25,28.2,28.15,28.25,28.0,135.0,7139.0
2016-02-26,27.8,27.65,28.1,27.65,404.0,7123.0
2016-02-29,27.8,28.2,28.3,27.8,247.0,7271.0
2016-03-01,27.15,27.45,27.6,27.0,171.0,7241.0
2016-03-02,26.85,27.05,27.05,26.75,372.0,7177.0
2016-03-03,26.65,27.4,27.4,26.5,298.0,6989.0
2016-03-04,26.3,26.45,26.55,26.2,157.0,7137.0
2016-03-07,26.6,26.4,26.75,26.35,350.0,7142.0
2016-03-08,26.85,26.85,26.95,26.75,167.0,7135.0
2016-03-09,26.95,26.95,27.0,26.6,169.0,7152.0
2016-03-10,27.25,26.7,27.6,26.1,791.0,7266.0
2016-03-11,26.65,26.8,26.95,26.45,746.0,7434.0
2016-03-14,26.2,26.4,26.45,26.15,393.0,7664.0
2016-03-15,26.35,26.3,26.35,26.2,330.0,7882.0
2016-03-16,26.3,26.25,26.55,26.15,226.0,7694.0
2016-03-17,26.05,26.05,26.55,25.95,1213.0,7609.0
2016-03-18,25.6,25.85,25.85,25.5,259.0,7353.0
2016-03-21,25.65,25.6,25.65,25.3,300.0,7401.0
2016-03-22,25.75,25.75,25.95,25.65,734.0,7432.0
2016-03-23,25.7,25.4,25.9,25.4,265.0,7409.0
2016-03-24,26.1,26.1,26.25,26.0,834.0,7288.0
2016-03-29,25.9,25.95,26.05,25.3,251.0,7688.0
2016-03-30,25.45,25.4,25.5,25.25,778.0,7686.0
2016-03-31,25.6,25.45,25.65,25.45,1296.0,7480.0
2016-04-01,25.75,26.15,26.2,25.5,1464.0,7398.0
2016-04-04,25.45,25.6,25.8,25.3,371.0,7707.0
2016-04-05,26.05,25.65,26.15,25.65,725.0,7583.0
2016-04-06,25.75,25.95,25.95,25.65,644.0,7334.0
2016-04-07,26.05,25.6,26.4,25.6,916.0,7286.0
2016-04-08,25.95,25.9,26.15,25.8,417.0,7345.0
2016-04-11,26.0,26.25,26.25,25.7,1304.0,7354.0
2016-04-12,26.15,26.25,26.35,26.0,1203.0,7268.0
2016-04-13,25.7,25.65,25.85,25.55,2319.0,7592.0
2016-04-14,25.65,25.6,25.75,25.5,1742.0,8032.0
2016-04-15,25.6,25.8,25.8,25.55,1799.0,9542.0
2016-04-18,25.0,25.85,25.9,24.8,1937.0,10210.0
2016-04-19,24.5,24.75,24.8,24.5,750.0,10026.0
2016-04-20,24.55,24.8,24.85,24.5,4179.0,10045.0
2016-04-21,24.5,24.55,24.85,24.5,5650.0,12167.0
2016-04-22,24.85,24.75,24.9,24.7,814.0,14482.0
2016-04-25,25.05,24.95,25.2,24.95,875.0,14663.0
2016-04-26,24.8,24.85,25.0,24.65,305.0,15002.0
2016-04-27,24.85,24.9,24.9,24.75,1592.0,15014.0
2016-04-28,24.6,24.95,25.35,24.6,1276.0,15388.0
2016-04-29,25.7,25.05,25.95,25.0,1726.0,16238.0
2016-05-02,25.75,25.6,25.75,25.45,1264.0,16693.0
2016-05-03,26.2,25.55,26.35,25.55,1133.0,16530.0
2016-05-04,26.9,26.3,26.9,26.3,865.0,16497.0
2016-05-05,26.75,26.6,26.8,26.45,996.0,16044.0
2016-05-06,26.55,26.85,27.0,26.25,858.0,15655.0
2016-05-09,26.2,26.4,26.4,26.0,336.0,15775.0
2016-05-10,25.7,25.75,25.8,25.6,981.0,15892.0
2016-05-11,25.5,25.8,25.8,25.5,2422.0,15787.0
2016-05-12,25.65,25.7,25.8,25.1,1490.0,16979.0
2016-05-13,25.5,25.8,26.0,25.5,636.0,17051.0
2016-05-16,25.45,25.95,26.0,25.35,1400.0,16657.0
2016-05-17,25.6,25.1,26.0,25.0,1168.0,17799.0
2016-05-18,25.55,25.85,25.95,25.5,764.0,17319.0
2016-05-19,26.1,26.2,26.3,25.6,2011.0,17522.0
2016-05-20,25.75,25.2,25.8,25.2,7434.0,18397.0
2016-05-23,25.5,25.8,25.8,25.35,1941.0,21726.0
2016-05-24,24.55,25.45,25.45,24.25,2667.0,19067.0
2016-05-25,24.05,24.25,24.35,23.95,1780.0,19155.0
2016-05-26,24.2,24.35,24.35,23.85,3923.0,18940.0
2016-05-27,24.35,24.2,24.5,24.1,4308.0,20799.0
2016-05-30,24.15,24.05,24.3,24.0,186.0,20908.0
2016-05-31,24.7,24.15,24.95,24.15,5035.0,20326.0
2016-06-01,24.95,24.75,25.2,24.75,14327.0,24127.0
2016-06-02,24.85,24.9,25.05,24.6,3214.0,35260.0
2016-06-03,25.15,24.55,25.25,24.5,2967.0,33308.0
2016-06-06,24.9,24.8,25.15,24.8,6108.0,30899.0
2016-06-07,24.65,24.6,24.75,24.45,5008.0,34807.0
2016-06-08,24.9,24.9,25.05,24.75,4965.0,36587.0
2016-06-09,25.55,25.15,25.6,25.15,2962.0,37943.0
2016-06-10,26.4,25.6,26.95,25.6,11615.0,35515.0
2016-06-13,27.3,27.15,28.65,27.0,7473.0,41671.0
2016-06-14,28.8,28.75,29.0,27.9,5807.0,35631.0
2016-06-15,28.55,27.7,28.75,27.7,8238.0,33039.0
2016-06-16,28.85,29.0,29.45,27.8,10783.0,35437.0
2016-06-17,27.7,28.3,28.3,27.35,6381.0,35383.0
2016-06-20,25.7,26.9,26.9,25.4,6883.0,35438.0
2016-06-21,25.3,26.05,26.05,25.05,8211.0,35919.0
2016-06-22,24.65,25.4,25.4,24.65,7974.0,38984.0
2016-06-23,23.95,25.05,25.15,23.4,21983.0,37669.0
2016-06-24,27.75,32.0,33.0,26.2,35771.0,45748.0
2016-06-27,29.3,28.7,29.65,27.8,13815.0,63084.0
2016-06-28,27.5,28.2,28.25,26.8,14035.0,47078.0
2016-06-29,26.2,26.75,26.75,25.7,7330.0,43751.0
2016-06-30,25.75,26.1,26.65,25.3,8878.0,39389.0
2016-07-01,25.7,25.6,26.45,25.4,5576.0,39491.0
2016-07-04,25.7,25.55,26.2,25.55,2719.0,39269.0
2016-07-05,26.5,26.25,26.95,26.2,5639.0,35478.0
2016-07-06,27.35,26.7,27.9,26.5,8907.0,37571.0
2016-07-07,26.55,26.65,27.05,26.15,8431.0,39261.0
2016-07-08,25.8,26.5,26.5,25.55,7139.0,42059.0
2016-07-11,24.6,25.5,25.5,24.45,5877.0,39670.0
2016-07-12,23.6,24.4,24.45,23.15,8317.0,40069.0
2016-07-13,23.95,23.3,24.1,23.3,5190.0,41506.0
2016-07-14,23.35,23.25,24.2,23.1,15840.0,40625.0
2016-07-15,23.35,23.5,24.1,23.25,16935.0,50608.0
2016-07-18,23.5,23.1,24.0,23.05,14479.0,50329.0
2016-07-19,23.65,23.6,24.45,23.45,11302.0,57853.0
2016-07-20,23.3,23.55,23.8,23.0,14324.0,60595.0
2016-07-21,22.7,23.0,23.85,22.65,13902.0,66192.0
2016-07-22,22.65,23.15,23.15,22.55,10698.0,63326.0
2016-07-25,23.0,22.75,23.1,22.15,18296.0,63587.0
2016-07-26,23.15,22.75,23.4,22.65,13901.0,71527.0
2016-07-27,23.2,22.75,23.3,22.45,15486.0,64760.0
2016-07-28,23.25,22.9,23.35,22.85,8497.0,67860.0
2016-07-29,22.4,22.95,23.15,22.25,12893.0,63959.0
2016-08-01,22.2,21.75,22.6,21.5,9127.0,65598.0
2016-08-02,24.0,22.15,24.35,22.15,22697.0,62901.0
2016-08-03,23.8,23.9,24.6,23.75,14016.0,70532.0
2016-08-04,22.55,23.55,23.6,22.1,26800.0,65557.0
2016-08-05,20.75,22.35,22.35,20.6,17439.0,73883.0
2016-08-08,20.1,20.75,20.75,19.85,12201.0,62008.0
2016-08-09,19.1,19.9,20.1,18.95,15901.0,54457.0
2016-08-10,20.2,19.35,20.25,18.95,13951.0,56108.0
2016-08-11,19.55,19.8,20.2,19.45,17423.0,55618.0
2016-08-12,19.25,19.45,19.55,19.2,13203.0,55028.0
2016-08-15,19.2,19.25,19.55,18.65,19701.0,53057.0
2016-08-16,20.25,19.6,20.5,19.05,30264.0,54809.0
2016-08-17,20.91,20.4,21.2,20.1,3111.0,54456.0
